Zeit(0.001 ms),Drehmoment Messsystem 1 (NÂ·m),Winkel Messsystem 1 (°),Drehmoment Motor (NÂ·m),Winkel Motor (°),Drehzahl (U/min),Schritt,Stromstaerke (A),Temperatur (°C)
124000,0.03,27,0.22,27,40,1,-0.043,41.3
124250,0.03,27,0.22,27,40,1,-0.039,41.3
124500,0.03,27,0.22,27,40,1,-0.043,41.3
124750,0.03,27,0.22,27,40,1,-0.049,41.3
125000,0.03,27,0.22,27,40,1,-0.052,41.3
125250,0.02,27,0.22,27,40,1,-0.057,41.3
125500,0.02,27,0.22,27,40,1,-0.054,41.3
125750,0.02,27,0.22,27,40,1,-0.046,41.3
126000,0.02,27,0.22,27,40,1,-0.041,41.3
126250,0.02,27,0.22,27,40,1,-0.046,41.3
126500,0.02,27,0.22,27,40,1,-0.053,41.3
126750,0.02,27,0.22,27,40,1,-0.056,41.3
127000,0.02,27,0.21,27,40,1,-0.055,41.3
127250,0.02,27,0.21,27,40,1,-0.049,41.3
127500,0.02,27,0.21,27,40,1,-0.044,41.3
127750,0.03,27,0.21,28,40,1,-0.043,41.3
128000,0.03,27,0.21,28,40,1,-0.047,41.3
128250,0.03,27,0.21,28,40,1,-0.052,41.3
128500,0.03,27,0.21,28,40,1,-0.057,41.3
128750,0.02,28,0.21,28,40,1,-0.058,41.3
129000,0.02,28,0.19,28,40,1,-0.058,41.3
129250,0.02,28,0.19,28,40,1,-0.051,41.3
129500,0.02,28,0.19,28,40,1,-0.044,41.3
129750,0.02,28,0.19,28,40,1,-0.041,41.3
130000,0.03,28,0.19,28,40,1,-0.048,41.3
130250,0.03,28,0.19,28,40,1,-0.055,41.3
130500,0.03,28,0.19,28,40,1,-0.057,41.3
130750,0.03,28,0.19,28,40,1,-0.055,41.3
131000,0.03,28,0.17,28,40,1,-0.045,41.3
131250,0.02,28,0.17,28,40,1,-0.038,41.3
131500,0.03,28,0.17,28,40,1,-0.034,41.3
131750,0.03,28,0.19,28,40,1,-0.038,41.3
132000,0.03,28,0.19,28,40,1,-0.048,41.3
132250,0.03,28,0.19,28,40,1,-0.056,41.3
132500,0.03,29,0.19,29,40,1,-0.056,41.3
132750,0.03,29,0.19,29,40,1,-0.053,41.3
133000,0.03,29,0.19,29,40,1,-0.043,41.3
133250,0.02,29,0.19,29,40,1,-0.036,41.3
133500,0.02,29,0.19,29,40,1,-0.038,41.3
133750,0.02,29,0.19,29,40,1,-0.048,41.3
134000,0.02,29,0.19,29,40,1,-0.054,41.3
134250,0.03,29,0.19,29,40,1,-0.055,41.3
134500,0.03,29,0.19,29,40,1,-0.047,41.3
134750,0.03,29,0.19,29,40,1,-0.040,41.3
135000,0.03,29,0.19,29,40,1,-0.038,41.3
135250,0.03,29,0.19,29,40,1,-0.042,41.3
135500,0.01,29,0.19,29,40,1,-0.049,41.3
135750,0.01,29,0.19,29,40,1,-0.053,41.3
136000,0.02,29,0.19,29,40,1,-0.056,41.3
136250,0.02,30,0.19,30,40,1,-0.051,41.3
136500,0.02,30,0.19,30,40,1,-0.041,41.3
136750,0.02,30,0.19,30,40,1,-0.040,41.3
137000,0.03,30,0.19,30,40,1,-0.042,41.3
137250,0.03,30,0.19,30,40,1,-0.047,41.3
137500,0.03,30,0.19,30,40,1,-0.054,41.3
137750,0.02,30,0.19,30,40,1,-0.054,41.3
138000,0.02,30,0.19,30,40,1,-0.051,41.3
138250,0.02,30,0.19,30,40,1,-0.045,41.3
138500,0.02,30,0.19,30,40,1,-0.041,41.3
138750,0.02,30,0.19,30,40,1,-0.042,41.3
139000,0.02,30,0.19,30,40,1,-0.047,41.3
139250,0.02,30,0.19,30,40,1,-0.051,41.3
139500,0.02,30,0.19,30,40,1,-0.057,41.3
139750,0.02,30,0.19,30,40,1,-0.056,41.3
140000,0.02,31,0.19,31,40,1,-0.048,41.3
140250,0.01,31,0.19,31,40,1,-0.038,41.3
140500,0.03,31,0.19,31,40,1,-0.037,41.3
140750,0.03,31,0.19,31,40,1,-0.044,41.3
141000,0.03,31,0.19,31,40,1,-0.051,41.3
141250,0.02,31,0.19,31,40,1,-0.053,41.3
141500,0.02,31,0.19,31,40,1,-0.053,41.3
141750,0.02,31,0.19,31,40,1,-0.046,41.3
142000,0.02,31,0.19,31,40,1,-0.038,41.3
142250,0.02,31,0.19,31,40,1,-0.034,41.3
142500,0.03,31,0.19,31,40,1,-0.041,41.3
142750,0.03,31,0.19,31,40,1,-0.046,41.3
143000,0.03,31,0.19,31,40,1,-0.052,41.3
143250,0.03,31,0.19,31,40,1,-0.053,41.3
143500,0.03,31,0.19,31,40,1,-0.045,41.3
143750,0.02,32,0.19,32,40,1,-0.036,41.3
144000,0.02,32,0.19,32,40,1,-0.034,41.3
144250,0.02,32,0.19,32,40,1,-0.043,41.3
144500,0.02,32,0.19,32,40,1,-0.053,41.3
144750,0.02,32,0.19,32,40,1,-0.054,41.3
145000,0.02,32,0.19,32,40,1,-0.053,41.3
145250,0.02,32,0.19,32,40,1,-0.048,41.3
145500,0.02,32,0.19,32,40,1,-0.040,41.3
145750,0.02,32,0.19,32,40,1,-0.038,41.3
146000,0.01,32,0.19,32,40,1,-0.043,41.3
146250,0.01,32,0.19,32,40,1,-0.046,41.3
146500,0.02,32,0.19,32,40,1,-0.052,41.3
146750,0.02,32,0.19,32,40,1,-0.057,41.3
147000,0.02,32,0.19,32,40,1,-0.057,41.3
147250,0.02,32,0.19,32,40,1,-0.050,41.3
147500,0.02,32,0.19,32,40,1,-0.044,41.3
147750,0.02,33,0.19,32,40,1,-0.043,41.3
148000,0.02,33,0.19,32,40,1,-0.048,41.3
148250,0.02,33,0.19,32,40,1,-0.052,41.3
148500,0.02,33,0.19,33,40,1,-0.052,41.3
148750,0.03,33,0.19,33,40,1,-0.050,41.3
149000,0.03,33,0.21,33,40,1,-0.045,41.3
149250,0.03,33,0.21,33,40,1,-0.041,41.3
149500,0.03,33,0.21,33,40,1,-0.040,41.3
149750,0.03,33,0.21,33,40,1,-0.043,41.3
150000,0.03,33,0.24,33,40,1,-0.049,41.3
150250,0.03,33,0.24,33,40,1,-0.056,41.3
150500,0.03,33,0.24,33,40,1,-0.058,41.3
150750,0.02,33,0.24,33,40,1,-0.054,41.3
151000,0.02,33,0.23,33,40,1,-0.044,41.3
151250,0.03,33,0.23,33,40,1,-0.037,41.3
151500,0.03,33,0.23,33,40,1,-0.043,41.3
151750,0.03,33,0.21,33,40,1,-0.048,41.3
152000,0.02,33,0.21,33,40,1,-0.055,41.3
152250,0.02,33,0.21,34,40,1,-0.057,41.3
152500,0.02,34,0.21,34,40,1,-0.052,41.3
152750,0.02,34,0.19,34,40,1,-0.040,41.3
153000,0.02,34,0.19,34,40,1,-0.033,41.3
153250,0.02,34,0.19,34,40,1,-0.040,41.3
153500,0.02,34,0.19,34,40,1,-0.052,41.3
153750,0.02,34,0.19,34,40,1,-0.058,41.3
154000,0.02,34,0.19,34,40,1,-0.055,41.3
154250,0.02,34,0.19,34,40,1,-0.046,41.3
154500,0.02,34,0.19,34,40,1,-0.039,41.3
154750,0.02,34,0.19,34,40,1,-0.034,41.3
155000,0.02,34,0.19,34,40,1,-0.035,41.3
155250,0.02,34,0.19,34,40,1,-0.044,41.3
155500,0.02,34,0.19,34,40,1,-0.050,41.3
155750,0.02,34,0.19,34,40,1,-0.051,41.3
156000,0.02,34,0.19,34,40,1,-0.045,41.3
156250,0.03,35,0.19,35,40,1,-0.040,41.3
156500,0.03,35,0.19,35,40,1,-0.035,41.3
156750,0.03,35,0.19,35,40,1,-0.037,41.3
157000,0.03,35,0.19,35,40,1,-0.042,41.3
157250,0.03,35,0.19,35,40,1,-0.045,41.3
157500,0.02,35,0.21,35,40,1,-0.052,41.3
157750,0.03,35,0.21,35,40,1,-0.052,41.3
158000,0.03,35,0.21,35,40,1,-0.048,41.3
158250,0.03,35,0.21,35,40,1,-0.043,41.3
158500,0.03,35,0.21,35,40,1,-0.039,41.3
158750,0.03,35,0.21,35,40,1,-0.043,41.3
159000,0.02,35,0.21,35,40,1,-0.055,41.3
159250,0.02,35,0.21,35,40,1,-0.059,41.3
159500,0.02,35,0.19,35,40,1,-0.058,41.3
159750,0.03,35,0.19,35,40,1,-0.050,41.3
160000,0.03,35,0.19,35,40,1,-0.040,41.3
160250,0.03,35,0.19,35,40,1,-0.038,41.3
160500,0.03,35,0.19,35,40,1,-0.044,41.3
160750,0.03,35,0.19,35,40,1,-0.054,41.3
161000,0.03,36,0.19,36,40,1,-0.063,41.3
161250,0.03,36,0.19,36,40,1,-0.064,41.3
161500,0.03,36,0.19,36,40,1,-0.059,41.3
161750,0.03,36,0.19,36,40,1,-0.050,41.3
162000,0.03,36,0.19,36,40,1,-0.042,41.3
162250,0.03,36,0.19,36,40,1,-0.041,41.3
162500,0.03,36,0.19,36,40,1,-0.050,41.3
162750,0.03,36,0.19,36,40,1,-0.057,41.3
163000,0.03,36,0.19,36,40,1,-0.058,41.3
163250,0.03,36,0.19,36,40,1,-0.050,41.3
163500,0.03,36,0.19,36,40,1,-0.039,41.3
163750,0.03,36,0.19,36,40,1,-0.032,41.3
164000,0.03,36,0.19,36,40,1,-0.036,41.3
164250,0.03,36,0.19,36,40,1,-0.046,41.3
164500,0.03,36,0.19,36,40,1,-0.053,41.3
164750,0.04,37,0.19,37,40,1,-0.054,41.3
165000,0.04,37,0.19,37,40,1,-0.048,41.3
165250,0.04,37,0.19,37,40,1,-0.040,41.3
165500,0.04,37,0.19,37,40,1,-0.033,41.3
165750,0.04,37,0.19,37,40,1,-0.033,41.3
166000,0.03,37,0.19,37,40,1,-0.039,41.3
166250,0.03,37,0.19,37,40,1,-0.048,41.3
166500,0.03,37,0.19,37,40,1,-0.052,41.3
166750,0.03,37,0.19,37,40,1,-0.048,41.3
167000,0.03,37,0.19,37,40,1,-0.042,41.3
167250,0.03,37,0.19,37,40,1,-0.037,41.3
167500,0.03,37,0.19,37,40,1,-0.040,41.3
167750,0.03,37,0.19,37,40,1,-0.048,41.3
168000,0.02,37,0.19,37,40,1,-0.053,41.3
168250,0.03,37,0.19,37,40,1,-0.053,41.3
168500,0.03,37,0.19,38,40,1,-0.053,41.3
168750,0.03,37,0.19,38,40,1,-0.047,41.3
169000,0.03,37,0.19,38,40,1,-0.042,41.3
169250,0.03,37,0.19,38,40,1,-0.041,41.3
169500,0.03,38,0.19,38,40,1,-0.050,41.3
169750,0.03,38,0.19,38,40,1,-0.055,41.3
170000,0.03,38,0.19,38,40,1,-0.057,41.3
170250,0.02,38,0.19,38,40,1,-0.054,41.3
170500,0.02,38,0.19,38,40,1,-0.048,41.3
170750,0.03,38,0.19,38,40,1,-0.043,41.3
171000,0.03,38,0.19,38,40,1,-0.042,41.3
171250,0.03,38,0.19,38,40,1,-0.045,41.3
171500,0.03,38,0.19,38,40,1,-0.048,41.3
171750,0.02,38,0.23,38,40,1,-0.052,41.3
172000,0.02,38,0.23,38,40,1,-0.055,41.3
172250,0.02,38,0.23,39,40,1,-0.052,41.3
172500,0.02,38,0.23,39,40,1,-0.047,41.3
172750,0.02,38,0.23,39,40,1,-0.039,41.3
173000,0.03,38,0.23,39,40,1,-0.038,41.3
173250,0.03,38,0.23,39,40,1,-0.044,41.3
173500,0.03,39,0.23,39,40,1,-0.051,41.3
173750,0.03,39,0.23,39,40,1,-0.057,41.3
174000,0.03,39,0.23,39,40,1,-0.054,41.3
174250,0.03,39,0.23,39,40,1,-0.041,41.3
174500,0.03,39,0.23,39,40,1,-0.035,41.3
174750,0.03,39,0.21,39,40,1,-0.038,41.3
175000,0.03,39,0.21,39,40,1,-0.045,41.3
175250,0.03,39,0.21,39,40,1,-0.053,41.3
175500,0.03,39,0.21,39,40,1,-0.055,41.3
175750,0.03,39,0.19,39,40,1,-0.052,41.3
176000,0.03,39,0.19,39,40,1,-0.048,41.3
176250,0.03,39,0.19,39,40,1,-0.043,41.3
176500,0.03,39,0.19,39,40,1,-0.045,41.3
176750,0.03,39,0.19,39,40,1,-0.049,41.3
177000,0.03,39,0.19,40,40,1,-0.056,41.3
177250,0.03,40,0.19,40,40,1,-0.056,41.3
177500,0.03,40,0.16,40,40,1,-0.052,41.3
177750,0.03,40,0.16,40,40,1,-0.045,41.3
178000,0.03,40,0.16,40,40,1,-0.039,41.3
178250,0.03,40,0.16,40,40,1,-0.042,41.3
178500,0.03,40,0.19,40,40,1,-0.048,41.3
178750,0.03,40,0.19,40,40,1,-0.051,41.3
179000,0.03,40,0.19,40,40,1,-0.054,41.3
179250,0.02,40,0.19,40,40,1,-0.056,41.3
179500,0.02,40,0.16,40,40,1,-0.054,41.3
179750,0.03,40,0.16,40,40,1,-0.046,41.3
180000,0.03,40,0.16,40,40,1,-0.039,41.3
180250,0.03,41,0.16,40,40,1,-0.039,41.3
180500,0.03,41,0.19,40,40,1,-0.050,41.3
180750,0.03,41,0.19,40,40,1,-0.054,41.3
181000,0.03,41,0.19,41,40,1,-0.053,41.3
181250,0.03,41,0.19,41,40,1,-0.047,41.3
181500,0.03,41,0.19,41,40,1,-0.041,41.3
181750,0.04,41,0.19,41,40,1,-0.044,41.3
182000,0.03,41,0.19,41,40,1,-0.049,41.3
182250,0.03,41,0.19,41,40,1,-0.055,41.3
182500,0.03,41,0.19,41,40,1,-0.059,41.3
182750,0.03,41,0.19,41,40,1,-0.064,41.3
183000,0.03,41,0.19,41,40,1,-0.065,41.3
183250,0.03,41,0.15,41,40,1,-0.057,41.3
183500,0.03,41,0.15,41,40,1,-0.048,41.3
183750,0.03,41,0.15,41,40,1,-0.044,41.3
184000,0.03,41,0.15,41,40,1,-0.049,41.3
184250,0.03,41,0.15,41,40,1,-0.054,41.3
184500,0.03,41,0.15,41,40,1,-0.061,41.3
184750,0.03,42,0.15,42,40,1,-0.061,41.3
185000,0.03,42,0.15,42,40,1,-0.052,41.3
185250,0.03,42,0.14,42,40,1,-0.039,41.3
185500,0.03,42,0.14,42,40,1,-0.037,41.3
185750,0.03,42,0.14,42,40,1,-0.041,41.3
186000,0.03,42,0.15,42,40,1,-0.052,41.3
186250,0.03,42,0.15,42,40,1,-0.052,41.3
186500,0.03,42,0.15,42,40,1,-0.047,41.3
186750,0.03,42,0.15,42,40,1,-0.040,41.3
187000,0.03,42,0.15,42,40,1,-0.033,41.3
187250,0.03,42,0.15,42,40,1,-0.034,41.3
187500,0.03,42,0.15,42,40,1,-0.039,41.3
187750,0.03,42,0.15,42,40,1,-0.045,41.3
188000,0.04,42,0.16,42,40,1,-0.048,41.3
188250,0.04,42,0.16,42,40,1,-0.047,41.3
188500,0.04,42,0.16,42,40,1,-0.040,41.3
188750,0.04,43,0.16,43,40,1,-0.033,41.3
189000,0.03,43,0.16,43,40,1,-0.032,41.3
189250,0.03,43,0.16,43,40,1,-0.037,41.3
189500,0.03,43,0.16,43,40,1,-0.043,41.3
189750,0.03,43,0.16,43,40,1,-0.048,41.3
190000,0.03,43,0.16,43,40,1,-0.053,41.3
190250,0.04,43,0.16,43,40,1,-0.053,41.3
190500,0.04,43,0.16,43,40,1,-0.044,41.3
190750,0.04,43,0.16,43,40,1,-0.037,41.3
191000,0.03,43,0.16,43,40,1,-0.039,41.3
191250,0.03,43,0.16,43,40,1,-0.046,41.3
191500,0.03,43,0.16,43,40,1,-0.053,41.3
191750,0.03,43,0.16,43,40,1,-0.059,41.3
192000,0.03,43,0.17,43,40,1,-0.051,41.3
192250,0.03,43,0.17,43,40,1,-0.042,41.3
192500,0.03,43,0.17,43,40,1,-0.039,41.3
192750,0.03,43,0.22,43,40,1,-0.039,41.3
193000,0.03,43,0.22,43,40,1,-0.047,41.3
193250,0.03,44,0.22,44,40,1,-0.055,41.3
193500,0.03,44,0.22,44,40,1,-0.062,41.3
193750,0.02,44,0.22,44,40,1,-0.062,41.3
194000,0.02,44,0.22,44,40,1,-0.052,41.3
194250,0.02,44,0.22,44,40,1,-0.042,41.3
194500,0.03,44,0.22,44,40,1,-0.041,41.3
194750,0.03,44,0.21,44,40,1,-0.045,41.3
195000,0.04,44,0.21,44,40,1,-0.052,41.3
195250,0.04,44,0.21,44,40,1,-0.056,41.3
195500,0.04,44,0.21,44,40,1,-0.056,41.3
195750,0.03,44,0.17,44,40,1,-0.048,41.3
196000,0.03,44,0.17,44,40,1,-0.039,41.3
196250,0.02,44,0.17,44,40,1,-0.032,41.3
196500,0.02,44,0.17,44,40,1,-0.040,41.3
196750,0.02,44,0.21,44,40,1,-0.051,41.3
197000,0.03,44,0.21,45,40,1,-0.059,41.3
197250,0.02,45,0.21,45,40,1,-0.056,41.3
197500,0.02,45,0.21,45,40,1,-0.052,41.3
197750,0.02,45,0.21,45,40,1,-0.042,41.3
198000,0.02,45,0.21,45,40,1,-0.035,41.3
198250,0.02,45,0.21,45,40,1,-0.038,41.3
198500,0.02,45,0.21,45,40,1,-0.046,41.3
198750,0.02,45,0.21,45,40,1,-0.053,41.3
199000,0.02,45,0.21,45,40,1,-0.056,41.3
199250,0.04,45,0.21,45,40,1,-0.050,41.3
199500,0.04,45,0.21,45,40,1,-0.043,41.3
199750,0.04,45,0.21,45,40,1,-0.042,41.3
200000,0.03,45,0.21,45,40,1,-0.044,41.3
200250,0.03,45,0.21,45,40,1,-0.050,41.3
200500,0.03,45,0.22,45,40,1,-0.053,41.3
200750,0.03,45,0.22,45,40,1,-0.055,41.3
201000,0.03,45,0.22,46,40,1,-0.053,41.3
201250,0.02,45,0.21,46,40,1,-0.045,41.3
201500,0.02,45,0.21,46,40,1,-0.039,41.3
201750,0.02,45,0.21,46,40,1,-0.043,41.3
202000,0.02,46,0.21,46,40,1,-0.048,41.3
202250,0.03,46,0.22,46,40,1,-0.049,41.3
202500,0.03,46,0.22,46,40,1,-0.054,41.3
202750,0.02,46,0.22,46,40,1,-0.054,41.3
203000,0.02,46,0.22,46,40,1,-0.050,41.3
203250,0.02,46,0.21,46,40,1,-0.046,41.3
203500,0.03,46,0.21,46,40,1,-0.043,41.3
203750,0.03,46,0.21,46,40,1,-0.041,41.3
204000,0.03,46,0.21,46,40,1,-0.047,41.3
204250,0.03,46,0.21,46,40,1,-0.056,41.3
204500,0.03,46,0.21,46,40,1,-0.061,41.3
204750,0.03,46,0.21,46,40,1,-0.056,41.3
205000,0.03,46,0.21,46,40,1,-0.047,41.3
205250,0.02,46,0.19,46,40,1,-0.039,41.3
205500,0.02,46,0.19,46,40,1,-0.039,41.3
205750,0.02,47,0.19,47,40,1,-0.051,41.3
206000,0.03,47,0.19,47,40,1,-0.057,41.3
206250,0.03,47,0.19,47,40,1,-0.055,41.3
206500,0.03,47,0.19,47,40,1,-0.046,41.3
206750,0.03,47,0.19,47,40,1,-0.033,41.3
207000,0.02,47,0.19,47,40,1,-0.036,41.3
207250,0.02,47,0.19,47,40,1,-0.041,41.3
207500,0.02,47,0.19,47,40,1,-0.046,41.3
207750,0.02,47,0.19,47,40,1,-0.054,41.3
208000,0.02,47,0.19,47,40,1,-0.052,41.3
208250,0.03,47,0.19,47,40,1,-0.049,41.3
208500,0.03,47,0.19,47,40,1,-0.044,41.3
208750,0.03,47,0.19,47,40,1,-0.041,41.3
209000,0.03,47,0.17,47,40,1,-0.042,41.3
209250,0.03,47,0.17,47,40,1,-0.049,41.3
209500,0.03,47,0.17,48,40,1,-0.053,41.3
209750,0.03,47,0.17,48,40,1,-0.056,41.3
210000,0.03,47,0.17,48,40,1,-0.052,41.3
210250,0.03,47,0.17,48,40,1,-0.044,41.3
210500,0.03,47,0.17,48,40,1,-0.041,41.3
210750,0.03,48,0.17,48,40,1,-0.043,41.3
211000,0.03,48,0.17,48,40,1,-0.049,41.3
211250,0.03,48,0.17,48,40,1,-0.055,41.3
211500,0.03,48,0.17,48,40,1,-0.057,41.3
211750,0.02,48,0.16,48,40,1,-0.055,41.3
212000,0.02,48,0.16,48,40,1,-0.048,41.3
212250,0.03,48,0.16,48,40,1,-0.045,41.3
212500,0.03,48,0.16,48,40,1,-0.042,41.3
212750,0.03,48,0.16,48,40,1,-0.049,41.3
213000,0.03,48,0.16,48,40,1,-0.056,41.3
213250,0.03,48,0.16,49,40,1,-0.059,41.3
213500,0.03,49,0.16,49,40,1,-0.051,41.3
213750,0.03,49,0.16,49,40,1,-0.040,41.3
214000,0.03,49,0.16,49,40,1,-0.034,41.3
214250,0.02,49,0.16,49,40,1,-0.037,41.3
214500,0.03,49,0.16,49,40,1,-0.043,41.3
214750,0.03,49,0.17,49,40,1,-0.050,41.3
215000,0.03,49,0.17,49,40,1,-0.054,41.3
215250,0.02,49,0.17,49,40,1,-0.055,41.3
215500,0.02,49,0.17,49,40,1,-0.052,41.3
215750,0.02,49,0.16,49,40,1,-0.045,41.3
216000,0.02,49,0.16,49,40,1,-0.038,41.3
216250,0.02,49,0.16,49,40,1,-0.037,41.3
216500,0.02,49,0.16,49,40,1,-0.042,41.3
216750,0.02,49,0.16,49,40,1,-0.053,41.3
217000,0.02,49,0.16,49,40,1,-0.056,41.3
217250,0.02,50,0.16,49,40,1,-0.051,41.3
217500,0.02,50,0.16,49,40,1,-0.042,41.3
217750,0.02,50,0.16,49,40,1,-0.035,41.3
218000,0.02,50,0.16,50,40,1,-0.039,41.3
218250,0.02,50,0.16,50,40,1,-0.046,41.3
218500,0.02,50,0.16,50,40,1,-0.055,41.3
218750,0.02,50,0.16,50,40,1,-0.055,41.3
219000,0.02,50,0.16,50,40,1,-0.049,41.3
219250,0.02,50,0.16,50,40,1,-0.040,41.3
219500,0.02,50,0.16,50,40,1,-0.033,41.3
219750,0.02,50,0.16,50,40,1,-0.034,41.3
220000,0.02,50,0.16,50,40,1,-0.043,41.3
220250,0.02,50,0.16,50,40,1,-0.048,41.3
220500,0.02,50,0.16,50,40,1,-0.047,41.3
220750,0.03,50,0.16,50,40,1,-0.041,41.3
221000,0.03,51,0.16,50,40,1,-0.032,41.3
221250,0.03,51,0.19,50,40,1,-0.029,41.3
221500,0.03,51,0.19,50,40,1,-0.034,41.3
221750,0.03,51,0.19,50,40,1,-0.039,41.3
222000,0.04,51,0.19,51,40,1,-0.047,41.3
222250,0.03,51,0.19,51,40,1,-0.051,41.3
222500,0.03,51,0.19,51,40,1,-0.050,41.3
222750,0.03,51,0.19,51,40,1,-0.042,41.3
223000,0.03,51,0.19,51,40,1,-0.037,41.3
223250,0.03,51,0.19,51,40,1,-0.040,41.3
223500,0.03,51,0.19,51,40,1,-0.045,41.3
223750,0.03,51,0.19,51,40,1,-0.052,41.3
224000,0.03,51,0.19,51,40,1,-0.058,41.3
224250,0.03,51,0.19,51,40,1,-0.058,41.3
224500,0.03,51,0.19,51,40,1,-0.050,41.3
224750,0.02,51,0.19,51,40,1,-0.043,41.3
225000,0.02,51,0.19,51,40,1,-0.040,41.3
225250,0.02,51,0.16,51,40,1,-0.046,41.3
225500,0.03,51,0.16,51,40,1,-0.053,41.3
225750,0.03,52,0.16,52,40,1,-0.057,41.3
226000,0.03,52,0.15,52,40,1,-0.060,41.3
226250,0.03,52,0.15,52,40,1,-0.055,41.3
226500,0.03,52,0.15,52,40,1,-0.047,41.3
226750,0.03,52,0.15,52,40,1,-0.040,41.3
227000,0.03,52,0.15,52,40,1,-0.039,41.3
227250,0.03,52,0.14,52,40,1,-0.045,41.3
227500,0.03,52,0.14,52,40,1,-0.053,41.3
227750,0.04,52,0.14,52,40,1,-0.055,41.3
228000,0.04,52,0.14,52,40,1,-0.051,41.3
228250,0.03,52,0.14,52,40,1,-0.042,41.3
228500,0.03,52,0.14,52,40,1,-0.038,41.3
228750,0.03,53,0.14,52,40,1,-0.037,41.3
229000,0.02,53,0.14,52,40,1,-0.045,41.3
229250,0.03,53,0.14,52,40,1,-0.052,41.3
229500,0.03,53,0.14,53,40,1,-0.052,41.3
229750,0.03,53,0.14,53,40,1,-0.049,41.3
230000,0.03,53,0.14,53,40,1,-0.043,41.3
230250,0.03,53,0.14,53,40,1,-0.038,41.3
230500,0.02,53,0.14,53,40,1,-0.039,41.3
230750,0.02,53,0.15,53,40,1,-0.046,41.3
231000,0.02,53,0.15,53,40,1,-0.054,41.3
231250,0.01,53,0.15,53,40,1,-0.057,41.3
231500,0.01,53,0.15,53,40,1,-0.054,41.3
231750,0.01,53,0.14,53,40,1,-0.047,41.3
232000,0.01,53,0.14,53,40,1,-0.042,41.3
232250,0.01,53,0.14,53,40,1,-0.042,41.3
232500,0.03,53,0.14,53,40,1,-0.048,41.3
232750,0.03,53,0.15,53,40,1,-0.053,41.3
233000,0.03,53,0.15,53,40,1,-0.058,41.3
233250,0.03,53,0.15,53,40,1,-0.057,41.3
233500,0.03,53,0.15,53,40,1,-0.048,41.3
233750,0.02,53,0.14,53,40,1,-0.047,41.3
234000,0.03,53,0.14,53,40,1,-0.046,41.3
234250,0.03,54,0.14,54,40,1,-0.047,41.3
234500,0.03,54,0.14,54,40,1,-0.051,41.3
234750,0.02,54,0.15,54,40,1,-0.059,41.3
235000,0.02,54,0.15,54,40,1,-0.057,41.3
235250,0.03,54,0.15,54,40,1,-0.048,41.3
235500,0.03,54,0.14,54,40,1,-0.046,41.3
235750,0.03,54,0.14,54,40,1,-0.044,41.3
236000,0.04,54,0.14,54,40,1,-0.045,41.3
236250,0.04,54,0.14,54,40,1,-0.048,41.3
236500,0.04,54,0.16,54,40,1,-0.050,41.3
236750,0.04,54,0.16,54,40,1,-0.054,41.3
237000,0.04,54,0.16,54,40,1,-0.053,41.3
237250,0.03,54,0.16,54,40,1,-0.047,41.3
237500,0.02,54,0.17,54,40,1,-0.039,41.3
237750,0.02,54,0.17,54,40,1,-0.036,41.3
238000,0.02,54,0.17,55,40,1,-0.040,41.3
238250,0.03,55,0.17,55,40,1,-0.048,41.3
238500,0.03,55,0.19,55,40,1,-0.052,41.3
238750,0.03,55,0.19,55,40,1,-0.047,41.3
239000,0.03,55,0.19,55,40,1,-0.039,41.3
239250,0.03,55,0.19,55,40,1,-0.035,41.3
239500,0.03,55,0.19,55,40,1,-0.037,41.3
239750,0.03,55,0.19,55,40,1,-0.041,41.3
240000,0.03,55,0.19,55,40,1,-0.049,41.3
240250,0.03,55,0.19,55,40,1,-0.051,41.3
240500,0.03,55,0.19,55,40,1,-0.048,41.3
240750,0.03,55,0.19,55,40,1,-0.042,41.3
241000,0.04,55,0.19,55,40,1,-0.036,41.3
241250,0.04,55,0.19,55,40,1,-0.038,41.3
241500,0.04,55,0.19,55,40,1,-0.047,41.3
241750,0.03,55,0.19,56,40,1,-0.051,41.3
242000,0.03,55,0.19,56,40,1,-0.050,41.3
242250,0.03,55,0.16,56,40,1,-0.046,41.3
242500,0.03,55,0.16,56,40,1,-0.041,41.3
242750,0.02,55,0.16,56,40,1,-0.037,41.3
243000,0.04,56,0.16,56,40,1,-0.038,41.3
243250,0.04,56,0.19,56,40,1,-0.043,41.3
243500,0.04,56,0.19,56,40,1,-0.044,41.3
243750,0.03,56,0.19,56,40,1,-0.048,41.3
244000,0.03,56,0.19,56,40,1,-0.054,41.3
244250,0.03,56,0.19,56,40,1,-0.053,41.3
244500,0.03,56,0.19,56,40,1,-0.048,41.3
244750,0.03,56,0.19,56,40,1,-0.040,41.3
245000,0.03,56,0.19,56,40,1,-0.040,41.3
245250,0.03,56,0.19,56,40,1,-0.046,41.3
245500,0.03,56,0.19,56,40,1,-0.052,41.3
245750,0.03,56,0.19,56,40,1,-0.052,41.3
246000,0.03,56,0.19,56,40,1,-0.048,41.3
246250,0.04,56,0.19,56,40,1,-0.045,41.3
246500,0.03,56,0.19,56,40,1,-0.042,41.3
246750,0.03,57,0.19,57,40,1,-0.044,41.3
247000,0.03,57,0.22,57,40,1,-0.045,41.3
247250,0.04,57,0.22,57,40,1,-0.052,41.3
247500,0.04,57,0.22,57,40,1,-0.059,41.3
247750,0.04,57,0.22,57,40,1,-0.059,41.3
